,doi,title,type,journal,date,citations,altmetric,authors,org_led,org_authors,genders,org_genders,first_gender,last_gender,female_authors,male_authors,nonbinary_authors,affiliations,countries
322,10.1002/joc.4128,Albedo decline on Greenland's Mittivakkat Gletscher in a warming climate,Journal,International Journal of Climatology,2015-07-01,14.0,13.644,"Sebastian H. Mernild, Jeppe K. Malmros, Jacob C. Yde, Ryan Wilson, Niels T. Knudsen, Edward Hanna, Robert S. Fausto, Dirk van As",False,Robert Schjøtt Fausto,"male, male, male, male, male, male, male, male",male,male,male,0.0,8.0,0.0,"Centro de Estudios Cientificos, Københavns Universitet, Aarhus Universitet, Geological Survey of Denmark and Greenland, Western Norway University of Applied Sciences, The University of Sheffield","United Kingdom, Norway, Denmark, Chile"
323,10.3189/2013JoG13J017,"Volume and velocity changes at Mittivakkat Gletscher, southeast Greenland",Journal,Journal of Glaciology,2013-08-01,17.0,,"Sebastian H. Mernild, Niels T. Knudsen, Matthew J. Hoffman, Jacob C. Yde, Edward Hanna, William H. Lipscomb, Jeppe K. Malmros, Robert S. Fausto",False,Robert Schjøtt Fausto,"male, male, male, male, male, male, male, male",male,male,male,0.0,8.0,0.0,"Los Alamos National Laboratory, Centro de Estudios Cientificos, Aarhus Universitet, Geological Survey of Denmark and Greenland, Western Norway University of Applied Sciences, The University of Sheffield","United States, Norway, Chile, United Kingdom, Denmark"
324,10.3189/2013JoG12J158,Assessing a multilayered dynamic firn-compaction model for Greenland with ASIRAS radar measurements,Journal,Journal of Glaciology,2013-07-01,26.0,,"Sebastian B. Simonsen, Lars Stenseng, Gudfinna Adalgeirsdóttir, Robert S. Fausto, Christine S. Hvidberg, Philippe Lucas-Picher",False,Robert Schjøtt Fausto,"male, male, female, male, female, male",male,male,male,2.0,4.0,0.0,"Université du Québec à Montréal, Haskoli Islands, Danmarks Meteorologiske Institut, Niels Bohr Institutet, Technical University of Denmark, Geological Survey of Denmark and Greenland","Canada, Iceland, Denmark"
325,10.5194/tc-6-199-2012,Large surface meltwater discharge from the Kangerlussuaq sector of the Greenland ice sheet during the record-warm year 2010 explained by detailed energy balance observations,Journal,Cryosphere,2012-06-08,82.0,5.112,"D. Van As, A. L. Hubbard, B. Hasholt, A. B. Mikkelsen, M. R. Van Den Broeke, R. S. Fausto",False,Robert Schjøtt Fausto,"male, male, male, male, male, male",male,male,male,0.0,6.0,0.0,"Institute for Marine and Atmospheric Research, Utrecht, Aberystwyth University, Geological Survey of Denmark and Greenland","United Kingdom, Denmark, Netherlands"
326,10.1177/0959683611414926,A spatio-temporal reconstruction of holocene temperature change in southern Scandinavia,Journal,Holocene,2012-02-01,26.0,,"K. J. Brown, H. Seppä, G. Schoups, R. S. Fausto, P. Rasmussen, H. J.B. Birks",False,Robert Schjøtt Fausto,"male, male, male, male, male, male",male,male,male,0.0,6.0,0.0,"Delft University of Technology, Universitetet i Bergen, University of Oxford, Geological Survey of Denmark and Greenland, Canadian Forest Service, Helsingin Yliopisto","Norway, Finland, Canada, United Kingdom, Denmark, Netherlands"
327,,Programme for Monitoring of the Greenland Ice Sheet (PROMICE): First temperature and ablation records,Book Series,Geological Survey of Denmark and Greenland Bulletin,2011-01-01,45.0,,"Dirk van As, Robert S. Fausto",False,Robert Schjøtt Fausto,"male, male",male,male,male,0.0,2.0,0.0,Øster Voldgade 10,Denmark
328,10.1038/s41598-021-83509-1,Greenland-wide inventory of ice marginal lakes using a multi-method approach,Journal,Scientific Reports,2021-12-01,1.0,41.7,"Penelope How, Alexandra Messerli, Eva Mätzler, Maurizio Santoro, Andreas Wiesmann, Rafael Caduff, Kirsty Langley, Mikkel Høegh Bojesen, Frank Paul, Andreas Kääb, Jonathan L. Carrivick",True,Penelope Ruth How,"female, female, female, male, male, male, female, male, male, male, male",female,female,male,4.0,7.0,0.0,"University of Leeds, Universitetet i Oslo, University of Zurich, Asiaq Greenland Survey, DHI Water - Environment - Health, Gamma Remote Sensing","Norway, Switzerland, United Kingdom, Denmark, Greenland"
329,10.3389/feart.2020.00021,PyTrx: A Python-Based Monoscopic Terrestrial Photogrammetry Toolset for Glaciology,Journal,Frontiers in Earth Science,2020-02-13,3.0,19.3,"Penelope How, Nicholas R.J. Hulton, Lynne Buie, Douglas I. Benn",True,Penelope Ruth How,"female, male, female, male",female,female,male,2.0,2.0,0.0,"The University of Edinburgh, The University Centre in Svalbard, Asiaq Greenland Survey, University of St Andrews","United Kingdom, Norway, Greenland"
330,10.1017/aog.2018.28,Calving controlled by melt-under-cutting: Detailed calving styles revealed through time-lapse observations,Journal,Annals of Glaciology,2019-04-01,24.0,19.2,"Penelope How, Kristin M. Schild, Douglas I. Benn, Riko Noormets, Nina Kirchner, Adrian Luckman, Dorothée Vallot, Nicholas R.J. Hulton, Chris Borstad",True,Penelope Ruth How,"female, female, male, male, female, male, female, male, male",female,female,male,4.0,5.0,0.0,"The University Centre in Svalbard, University of St Andrews, University of Maine, Uppsala Universitet, Swansea University, University of Oregon, Stockholms universitet, The University of Edinburgh","Sweden, United Kingdom, Norway, United States"
331,10.5194/gi-8-113-2019,"Automatic detection of calving events from time-lapse imagery at Tunabreen, Svalbard",Journal,"Geoscientific Instrumentation, Methods and Data Systems",2019-03-29,6.0,,"Dorothée Vallot, Sigit Adinugroho, Robin Strand, Penelope How, Rickard Pettersson, Douglas I. Benn, Nicholas R.J. Hulton",False,Penelope Ruth How,"female, male, male, female, male, male, male",female,female,male,2.0,5.0,0.0,"Brawijaya University, The University Centre in Svalbard, Uppsala Universitet, University of St Andrews, The University of Edinburgh","Sweden, Indonesia, Norway, United Kingdom"
332,10.1029/2017JF004520,"Glacier Calving Rates Due to Subglacial Discharge, Fjord Circulation, and Free Convection",Journal,Journal of Geophysical Research: Earth Surface,2018-09-01,14.0,12.25,"K. M. Schild, C. E. Renshaw, D. I. Benn, A. Luckman, R. L. Hawley, P. How, L. Trusel, F. R. Cottier, A. Pramanik, N. R.J. Hulton",False,Penelope Ruth How,"female, male, male, male, male, female, male, male, male, male",female,female,male,2.0,8.0,0.0,"University of St Andrews, University Centre in Svalbard, Norsk Polarinstitutt, Swansea University, Rowan University, The Scottish Association for Marine Science, University of Oregon, The University of Edinburgh, Dartmouth College, UiT The Arctic University of Norway","United Kingdom, Norway, Svalbard and Jan Mayen, United States"
333,10.5194/tc-11-2691-2017,"Rapidly changing subglacial hydrological pathways at a tidewater glacier revealed through simultaneous observations of water pressure, supraglacial lakes, meltwater plumes and surface velocities",Journal,Cryosphere,2017-11-21,29.0,10.5,"Penelope How, Douglas I. Benn, Nicholas R.J. Hulton, Bryn Hubbard, Adrian Luckman, Heïdi Sevestre, Ward J.J.Van Pelt, Katrin Lindbäck, Jack Kohler, Wim Boot",True,Penelope Ruth How,"female, male, male, male, male, female, male, female, male, male",female,female,male,3.0,7.0,0.0,"The University Centre in Svalbard, University of St Andrews, Uppsala Universitet, Norsk Polarinstitutt, Institute for Marine and Atmospheric Research, Utrecht, Aberystwyth University, Swansea University, The University of Edinburgh","Sweden, United Kingdom, Norway, Netherlands"
334,10.1017/jog.2016.27,Pointcatcher software: Analysis of glacial time-lapse photography and integration with multitemporal digital elevation models,Journal,Journal of Glaciology,2016-02-01,16.0,,"Mike R. James, Penelope How, Peter M. Wynn",False,Penelope Ruth How,"male, female, male",female,male,male,1.0,2.0,0.0,"The University of Edinburgh, Lancaster Environment Centre",United Kingdom
335,10.1016/j.jvolgeores.2013.06.005,"Shallow vent architecture during hybrid explosive-effusive activity at Cordón Caulle (Chile, 2011-12): Evidence from direct observations and pyroclast textures",Journal,Journal of Volcanology and Geothermal Research,2013-07-15,91.0,7.55,"C. Ian Schipper, Jonathan M. Castro, Hugh Tuffen, Mike R. James, Penelope How",False,Penelope Ruth How,"male, male, male, male, female",female,male,female,1.0,4.0,0.0,"Johannes Gutenberg-Universität Mainz, Victoria University of Wellington, Lancaster Environment Centre, Universite d'Orleans","France, United Kingdom, Germany, New Zealand"
336,10.1017/jog.2021.16,"Cryoegg: Development and field trials of a wireless subglacial probe for deep, fast-moving ice",Journal,Journal of Glaciology,2021-08-01,0.0,42.006,"Michael R. Prior-Jones, Elizabeth A. Bagshaw, Jonathan Lees, Lindsay Clare, Stephen Burrow, Mauro A. Werder, Nanna B. Karlsson, Dorthe Dahl-Jensen, Thomas R. Chudley, Poul Christoffersen, Jemma L. Wadham, Samuel H. Doyle, Bryn Hubbard",False,Nanna Bjørnholt Karlsson,"male, female, male, male, male, male, female, female, male, male, female, male, male",female,male,male,4.0,9.0,0.0,"ETH Zürich, University of Manitoba, Aberystwyth University, Niels Bohr Institutet, Eidgenössische Forschungsanstalt für Wald, Schnee und Landschaft WSL, Cardiff University, Scott Polar Research Institute, University of Bristol, Geological Survey of Denmark and Greenland","Canada, United Kingdom, Denmark, Switzerland"
337,10.1029/2020JF005927,Age-Depth Stratigraphy of Pine Island Glacier Inferred From Airborne Radar and Ice-Core Chronology,Journal,Journal of Geophysical Research: Earth Surface,2021-04-01,2.0,12.5,"J. A. Bodart, R. G. Bingham, D. W. Ashmore, N. B. Karlsson, A. S. Hein, D. G. Vaughan",False,Nanna Bjørnholt Karlsson,"male, male, male, female, male, male",female,male,male,1.0,5.0,0.0,"Geological Survey of Denmark and Greenland, The University of Edinburgh, British Antarctic Survey, University of Liverpool","United Kingdom, Denmark"
338,10.1017/aog.2021.14,Erratum: Five decades of radioglaciology (Journal of Physical Chemistry (2020) 61:81 (1-13) DOI: 10.1017/aog.2020.11),Journal,Annals of Glaciology,2021-01-01,0.0,,"Dustin M. Schroeder, Robert G. Bingham, Donald D. Blankenship, Knut Christianson, Olaf Eisen, Gwenn E. Flowers, Nanna B. Karlsson, Michelle R. Koutnik, John D. Paden, Martin J. Siegert",False,Nanna Bjørnholt Karlsson,"male, male, male, male, male, female, female, female, male, male",female,male,male,3.0,7.0,0.0,"Universität Bremen, Stanford University, Jackson School of Geosciences, Simon Fraser University, Alfred-Wegener-Institut Helmholtz-Zentrum für Polar- und Meeresforschung, Imperial College London, University of Kansas, Geological Survey of Denmark and Greenland, The University of Edinburgh, University of Washington","United States, Germany, Canada, United Kingdom, Denmark"
339,10.5194/cp-16-2359-2020,A first chronology for the East Greenland Ice-core Project (EGRIP) over the Holocene and last glacial termination,Journal,Climate of the Past,2020-11-27,1.0,11.1,"Seyedhamidreza Mojtabavi, Frank Wilhelms, Eliza Cook, Siwan M. Davies, Giulia Sinnl, Mathias Skov Jensen, Dorthe Dahl-Jensen, Anders Svensson, Bo M. Vinther, Sepp Kipfstuhl, Gwydion Jones, Nanna B. Karlsson, Sergio Henrique Faria, Vasileios Gkinis, Helle Astrid Kjær, Tobias Erhardt, Sarah M.P. Berben, Kerim H. Nisancioglu, Iben Koldtoft, Sune Olander Rasmussen",False,Nanna Bjørnholt Karlsson,"male, male, female, female, female, male, female, male, male, male, male, female, male, male, female, male, female, male, female, male",female,male,male,8.0,12.0,0.0,"Universitetet i Oslo, Ikerbasque, the Basque Foundation for Science, University of Bern, Universitetet i Bergen, University of Manitoba, Alfred-Wegener-Institut Helmholtz-Zentrum für Polar- und Meeresforschung, BC3 Basque Centre for Climate Change, Nagaoka University of Technology, Niels Bohr Institutet, Swansea University, Universität Bremen, Geological Survey of Denmark and Greenland, Georg-August-Universität Göttingen","Norway, Spain, Switzerland, Japan, Germany, Canada, United Kingdom, Denmark"
340,10.5194/tc-14-3487-2020,Surface velocity of the Northeast Greenland Ice Stream (NEGIS): Assessment of interior velocities derived from satellite data by GPS,Journal,Cryosphere,2020-10-22,6.0,17.95,"Christine S. Hvidberg, Aslak Grinsted, Dorthe Dahl-Jensen, Shfaqat Abbas Khan, Anders Kusk, Jonas Kvist Andersen, Niklas Neckel, Anne Solgaard, Nanna B. Karlsson, Helle Astrid Kjar, Paul Vallelonga",False,"Anne Munck Solgaard, Nanna Bjørnholt Karlsson","female, male, female, male, male, male, male, female, female, female, male","female, female",female,male,5.0,6.0,0.0,"Technical University of Denmark, Geological Survey of Denmark and Greenland, Alfred-Wegener-Institut Helmholtz-Zentrum für Polar- und Meeresforschung, Niels Bohr Institutet","Denmark, Germany"
341,10.1017/aog.2020.11,Five decades of radioglaciology,Journal,Annals of Glaciology,2020-04-01,9.0,15.6,"Dustin M. Schroeder, Robert G. Bingham, Donald D. Blankenship, Knut Christianson, Olaf Eisen, Gwenn E. Flowers, Nanna B. Karlsson, Michelle R. Koutnik, John D. Paden, Martin J. Siegert",False,Nanna Bjørnholt Karlsson,"male, male, male, male, male, female, female, female, male, male",female,male,male,3.0,7.0,0.0,"Universität Bremen, Stanford University, Alfred-Wegener-Institut Helmholtz-Zentrum für Polar- und Meeresforschung, Simon Fraser University, Imperial College London, The University of Texas at Austin, University of Kansas, Geological Survey of Denmark and Greenland, The University of Edinburgh, University of Washington","United States, Germany, Canada, United Kingdom, Denmark"
342,10.1017/aog.2020.30,Surface accumulation in Northern Central Greenland during the last 300 years,Journal,Annals of Glaciology,2020-04-01,6.0,8.4,"Nanna B. Karlsson, Sebastian Razik, Maria Hörhold, Anna Winter, Daniel Steinhage, Tobias Binder, Olaf Eisen",True,Nanna Bjørnholt Karlsson,"female, male, female, female, male, male, male",female,female,male,3.0,4.0,0.0,"Universität Bremen, Geological Survey of Denmark and Greenland, Alfred-Wegener-Institut Helmholtz-Zentrum für Polar- und Meeresforschung","Denmark, Germany"
343,10.1029/2019GL085802,Hagen Bræ: A Surging Glacier in North Greenland—35 Years of Observations,Journal,Geophysical Research Letters,2020-03-28,6.0,14.0,"A. M. Solgaard, S. B. Simonsen, A. Grinsted, R. Mottram, N. B. Karlsson, K. Hansen, A. Kusk, L. S. Sørensen",True,"Anne Munck Solgaard, Nanna Bjørnholt Karlsson","female, male, male, female, female, female, male, female","female, female",female,female,5.0,3.0,0.0,"Technical University of Denmark, Geological Survey of Denmark and Greenland, Danmarks Meteorologiske Institut, Niels Bohr Institutet",Denmark
344,10.1038/s41561-019-0510-8,Deep glacial troughs and stabilizing ridges unveiled beneath the margins of the Antarctic ice sheet,Journal,Nature Geoscience,2020-02-01,115.0,1153.252,"Mathieu Morlighem, Eric Rignot, Tobias Binder, Donald Blankenship, Reinhard Drews, Graeme Eagles, Olaf Eisen, Fausto Ferraccioli, René Forsberg, Peter Fretwell, Vikram Goel, Jamin S. Greenbaum, Hilmar Gudmundsson, Jingxue Guo, Veit Helm, Coen Hofstede, Ian Howat, Angelika Humbert, Wilfried Jokat, Nanna B. Karlsson, Won Sang Lee, Kenichi Matsuoka, Romain Millan, Jeremie Mouginot, John Paden, Frank Pattyn, Jason Roberts, Sebastian Rosier, Antonia Ruppel, Helene Seroussi, Emma C. Smith, Daniel Steinhage, Bo Sun, Michiel R.van den Broeke, Tas D.van Ommen, Melchior van Wessem, Duncan A. Young",False,Nanna Bjørnholt Karlsson,"male, male, male, male, male, male, male, male, male, male, male, male, male, male, male, male, male, female, male, female, male, male, male, male, male, male, male, male, female, female, female, male, male, male, male, male, male",female,male,male,5.0,32.0,0.0,"Jet Propulsion Laboratory, Polar Research Institute of China, Norsk Polarinstitutt, Institute for Marine and Atmospheric Research, Utrecht, Institute for Marine and Antarctic Studies, University of Northumbria, University of Kansas, University of California, Irvine, Alfred-Wegener-Institut Helmholtz-Zentrum für Polar- und Meeresforschung, Technical University of Denmark, Korea Polar Research Institute, Bundesanstalt für Geowissenschaften und Rohstoffe, Universite Grenoble Alpes, Université Libre de Bruxelles, British Antarctic Survey, Jackson School of Geosciences, Australian Antarctic Division, National Centre for Polar and Ocean Research, Eberhard Karls Universität Tübingen, The Ohio State University, Antarctic Climate and Ecosystems Cooperative Research Centre, Universität Bremen, Geological Survey of Denmark and Greenland","France, China, United States, Norway, India, South Korea, Belgium, Germany, United Kingdom, Denmark, Netherlands, Australia"
